customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,daily_expenses
2501-Xwwtz,0,Male,0,0,0,11,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,0,Electronic Check,70.2,760.05,2.3400000000000003
2504-Dshih,0,Male,1,1,0,23,1,1,Fiber Optic,0,0,0,0,0,1,Month-To-Month,0,Electronic Check,86.8,1975.85,2.893333333333333
2506-Clakw,1,Female,0,0,0,6,1,0,Fiber Optic,1,1,1,1,0,1,Month-To-Month,1,Bank Transfer (Automatic),98.15,567.45,3.271666666666667
2506-Tnfco,1,Female,1,1,0,1,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,69.55,69.55,2.3183333333333334
2507-Qzpqs,0,Male,0,0,0,15,1,1,Fiber Optic,0,1,0,1,0,1,Month-To-Month,0,Electronic Check,95.7,1451.1,3.19
2508-Qjjfp,0,Male,0,0,1,47,1,0,No,0,0,0,0,0,0,One Year,0,Credit Card (Automatic),20.55,1013.05,0.685
2509-Tfpju,0,Male,0,1,0,72,1,1,No,0,0,0,0,0,0,Two Year,0,Credit Card (Automatic),25.75,1864.2,0.8583333333333333
2511-Allcs,0,Female,0,1,1,35,1,1,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),24.3,821.6,0.81
2511-Morqy,0,Male,0,1,1,50,1,1,Dsl,0,0,1,0,0,0,One Year,0,Bank Transfer (Automatic),54.9,2614.1,1.8299999999999998
2514-Ginmm,1,Male,0,0,0,1,1,0,Fiber Optic,0,0,0,0,1,0,Month-To-Month,1,Electronic Check,79.5,79.5,2.65
2516-Vqrrv,1,Female,1,0,0,2,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Mailed Check,75.45,158.4,2.515
2516-Xsjkx,0,Female,0,1,1,41,1,0,Dsl,1,1,0,1,1,1,Two Year,0,Electronic Check,78.45,3126.45,2.615
2519-Erqoj,0,Male,1,0,0,33,0,0,Dsl,0,0,1,1,1,1,Month-To-Month,1,Electronic Check,54.6,1803.7,1.82
2519-Fakod,1,Male,0,0,1,38,1,1,Fiber Optic,0,0,1,0,1,1,Month-To-Month,1,Bank Transfer (Automatic),99.25,3777.15,3.308333333333333
2519-Lbnql,0,Male,1,1,0,60,1,1,Fiber Optic,0,1,1,0,1,1,One Year,1,Electronic Check,104.35,6339.45,3.478333333333333
2519-Twkfs,0,Male,0,1,1,25,1,1,Dsl,0,0,0,1,0,0,One Year,1,Mailed Check,55.1,1466.1,1.8366666666666667
2520-Sgtta,0,Female,0,1,1,0,1,0,No,0,0,0,0,0,0,Two Year,0,Mailed Check,20.0,0.0,0.6666666666666666
2521-Npuzr,0,Male,0,1,0,70,1,0,Fiber Optic,1,1,1,1,0,1,Two Year,0,Credit Card (Automatic),101.0,7085.5,3.3666666666666667
2522-Ahjxr,0,Male,0,1,0,60,1,1,Fiber Optic,1,0,1,1,1,1,Month-To-Month,1,Bank Transfer (Automatic),109.45,6572.85,3.6483333333333334
2522-Wlnsf,0,Female,1,1,0,34,1,0,Dsl,0,0,1,1,1,0,One Year,0,Bank Transfer (Automatic),64.2,2106.3,2.14
2523-Ewwzl,0,Female,0,1,0,27,1,0,Fiber Optic,0,1,0,0,0,0,Month-To-Month,1,Electronic Check,76.1,2093.4,2.5366666666666666
2525-Gvkqu,0,Female,0,0,0,60,1,0,No,0,0,0,0,0,0,Two Year,0,Mailed Check,20.6,1093.0,0.6866666666666668
2528-Hfyzx,1,Male,1,1,0,17,1,0,Fiber Optic,0,1,0,0,0,0,Month-To-Month,1,Electronic Check,76.45,1233.4,2.5483333333333333
2530-Endwq,1,Female,0,1,0,71,1,1,Fiber Optic,0,0,0,0,1,1,Two Year,1,Bank Transfer (Automatic),93.7,6585.35,3.1233333333333335
2530-Fmfxo,0,Male,0,1,1,56,1,1,Fiber Optic,0,0,1,1,1,1,Two Year,1,Electronic Check,103.2,5873.75,3.44
2533-Qvmsk,1,Male,0,1,0,61,1,1,Fiber Optic,0,1,0,1,1,0,Two Year,1,Electronic Check,94.1,5638.3,3.1366666666666663
2533-Tibix,0,Male,0,1,1,15,0,0,Dsl,1,0,0,0,0,0,Month-To-Month,1,Bank Transfer (Automatic),30.2,469.65,1.0066666666666666
2535-Pbcgc,0,Female,0,1,0,70,0,0,Dsl,1,1,1,1,1,1,Two Year,0,Bank Transfer (Automatic),64.55,4504.9,2.1516666666666664
2538-Oimxf,0,Female,0,0,1,1,0,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,24.7,24.7,0.8233333333333334
2541-Ygpke,0,Male,0,1,1,42,1,0,Dsl,1,0,0,1,0,1,One Year,0,Credit Card (Automatic),63.7,2763.35,2.1233333333333335
2542-Hygiq,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Credit Card (Automatic),19.95,19.95,0.6649999999999999
2545-Ebupk,0,Female,1,0,0,2,1,1,Fiber Optic,0,0,0,0,0,1,Month-To-Month,1,Electronic Check,84.05,186.05,2.8016666666666667
2545-Lxyvj,0,Male,0,1,0,72,1,0,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),20.7,1492.1,0.69
2546-Kzaat,0,Male,0,1,0,52,1,0,Dsl,1,1,0,0,1,1,One Year,1,Mailed Check,75.4,3865.45,2.5133333333333336
2550-Aevru,0,Female,0,1,1,57,1,0,Dsl,1,1,0,0,0,0,One Year,0,Electronic Check,53.45,3053.0,1.7816666666666667
2550-Qhzgp,0,Male,0,0,0,7,1,0,No,0,0,0,0,0,0,One Year,0,Mailed Check,19.5,128.6,0.65
2550-Zqzpp,0,Male,1,1,0,7,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,75.4,533.05,2.5133333333333336
2558-Buozz,0,Male,0,0,0,47,1,1,Fiber Optic,1,1,0,0,1,0,One Year,0,Bank Transfer (Automatic),94.8,4535.85,3.1599999999999997
2560-Ppche,0,Female,0,0,0,65,1,1,Fiber Optic,0,1,0,1,1,1,One Year,1,Bank Transfer (Automatic),105.05,6744.25,3.5016666666666665
2560-Qtsbs,0,Female,0,1,1,72,1,1,No,0,0,0,0,0,0,One Year,1,Bank Transfer (Automatic),23.3,1623.15,0.7766666666666667
2560-Wbwxf,0,Male,0,0,0,68,1,1,No,0,0,0,0,0,0,Two Year,1,Bank Transfer (Automatic),24.15,1498.85,0.8049999999999999
2565-Jslry,1,Male,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-To-Month,1,Mailed Check,24.05,24.05,0.8016666666666666
2568-Brgyx,1,Male,0,0,0,4,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,70.2,237.95,2.3400000000000003
2568-Oiady,1,Female,0,1,0,37,1,1,Fiber Optic,0,0,1,0,1,1,Month-To-Month,1,Electronic Check,99.5,3762.0,3.316666666666667
2569-Wgero,0,Female,0,0,0,72,1,0,No,0,0,0,0,0,0,Two Year,1,Bank Transfer (Automatic),21.15,1419.4,0.705
2573-Gyruu,0,Male,1,1,0,48,1,1,Fiber Optic,0,0,1,0,0,1,Month-To-Month,1,Credit Card (Automatic),91.05,4370.75,3.0349999999999997
2575-Eamdv,0,Female,0,0,0,35,1,0,Fiber Optic,0,0,1,1,1,1,One Year,1,Electronic Check,99.25,3532.0,3.308333333333333
2575-Gfsoe,1,Female,0,1,1,7,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,69.0,506.9,2.3
2576-Hxmpa,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Credit Card (Automatic),19.55,19.55,0.6516666666666667
2577-Gvsil,0,Male,0,1,1,35,1,1,Dsl,0,0,0,1,1,1,One Year,1,Bank Transfer (Automatic),73.45,2661.1,2.4483333333333333
2578-Jqphz,0,Male,0,0,0,44,1,0,Fiber Optic,0,0,1,1,1,1,Two Year,0,Bank Transfer (Automatic),100.1,4378.35,3.3366666666666664
2580-Asvvy,0,Female,0,1,0,37,0,0,Dsl,1,0,0,1,1,0,Two Year,0,Electronic Check,45.4,1593.1,1.5133333333333332
2580-Atzsq,0,Female,0,1,1,65,1,0,Dsl,1,1,1,0,0,0,One Year,0,Bank Transfer (Automatic),61.35,3874.1,2.045
2581-Vkirt,0,Female,0,1,1,59,1,1,Dsl,1,1,0,1,0,0,One Year,0,Mailed Check,65.5,3801.3,2.183333333333333
2582-Fffzr,0,Female,0,0,0,22,0,0,Dsl,0,0,1,0,1,1,Month-To-Month,1,Electronic Check,50.6,1073.3,1.6866666666666668
2585-Ktfre,0,Male,0,0,1,1,1,0,Dsl,1,1,0,1,0,1,Month-To-Month,1,Bank Transfer (Automatic),70.45,70.45,2.3483333333333336
2586-Cwxvv,0,Male,0,1,0,54,0,0,Dsl,0,1,0,0,0,0,Month-To-Month,0,Electronic Check,30.4,1621.35,1.0133333333333332
2587-Ekxts,0,Male,0,0,0,44,1,1,Fiber Optic,1,1,1,0,1,1,Month-To-Month,1,Electronic Check,111.5,4915.15,3.716666666666667
2587-Ynles,0,Female,0,1,1,6,1,0,No,0,0,0,0,0,0,Two Year,0,Mailed Check,20.1,100.35,0.67
2589-Aycrp,0,Female,0,0,0,50,1,0,No,0,0,0,0,0,0,One Year,0,Bank Transfer (Automatic),19.75,989.05,0.6583333333333333
2592-Hodov,0,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,One Year,0,Credit Card (Automatic),19.3,259.65,0.6433333333333333
2592-Seifq,1,Male,0,0,0,3,0,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Electronic Check,24.75,66.95,0.825
2592-Ykdif,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,20.35,20.35,0.6783333333333333
2595-Kiwpv,0,Male,0,0,1,27,1,0,No,0,0,0,0,0,0,Two Year,0,Credit Card (Automatic),19.7,509.3,0.6566666666666666
2599-Cipqe,0,Male,0,1,1,71,1,0,Fiber Optic,1,1,1,1,1,1,Two Year,0,Credit Card (Automatic),109.3,7782.85,3.643333333333333
2599-Czabp,0,Male,0,1,0,14,1,0,Dsl,0,0,0,0,0,0,One Year,0,Electronic Check,44.6,641.25,1.4866666666666668
2599-Gtqwq,0,Male,1,0,0,39,1,1,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Bank Transfer (Automatic),95.65,3759.05,3.1883333333333335
2603-Hvkcg,0,Male,0,0,0,31,1,0,Fiber Optic,0,1,1,0,1,1,Month-To-Month,1,Electronic Check,101.4,3143.65,3.3800000000000003
2604-Ijpdu,0,Female,0,1,0,20,1,0,Fiber Optic,1,1,0,1,1,0,Month-To-Month,1,Electronic Check,96.55,1901.65,3.2183333333333333
2604-Xvdam,0,Female,0,0,0,12,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Bank Transfer (Automatic),43.8,540.95,1.46
2606-Pkwjb,0,Male,0,0,1,40,0,0,Dsl,1,1,0,1,0,0,One Year,0,Mailed Check,40.25,1564.05,1.3416666666666666
2606-Rmdhz,1,Male,0,0,0,6,0,0,Dsl,0,1,0,0,0,0,Month-To-Month,1,Credit Card (Automatic),30.5,208.7,1.0166666666666666
2607-Dhdak,0,Male,0,1,1,72,1,0,No,0,0,0,0,0,0,Two Year,1,Credit Card (Automatic),19.8,1414.65,0.66
2607-Fbdff,0,Male,0,0,0,1,1,0,Dsl,0,0,0,1,0,0,Month-To-Month,0,Credit Card (Automatic),49.0,49.0,1.6333333333333333
2608-Bhkfn,1,Female,0,0,0,4,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Credit Card (Automatic),70.05,266.9,2.335
2609-Iaicy,1,Female,0,0,0,1,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,77.15,77.15,2.5716666666666668
2612-Phgox,0,Male,0,1,0,64,1,1,Dsl,0,1,1,1,1,0,Two Year,1,Bank Transfer (Automatic),76.1,4818.8,2.5366666666666666
2612-Ranwt,1,Female,0,0,0,12,1,1,Fiber Optic,0,0,1,0,1,1,Month-To-Month,1,Bank Transfer (Automatic),100.15,1164.3,3.3383333333333334
2612-Rridn,1,Male,0,0,0,4,1,0,Fiber Optic,0,0,0,0,1,0,Month-To-Month,1,Electronic Check,81.0,340.85,2.7
2615-Yvmyx,0,Male,1,1,0,71,1,1,Fiber Optic,1,1,1,0,1,1,Month-To-Month,1,Electronic Check,107.5,7713.55,3.5833333333333335
2616-Flvqc,0,Male,0,0,0,64,1,0,No,0,0,0,0,0,0,Two Year,0,Mailed Check,19.55,1240.15,0.6516666666666667
2616-Uutfk,0,Male,0,1,0,33,1,1,Dsl,1,1,1,0,1,0,Month-To-Month,1,Bank Transfer (Automatic),72.75,2447.45,2.425
2619-Wfqwu,1,Female,0,0,0,1,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Mailed Check,70.15,70.15,2.3383333333333334
2621-Udnlu,0,Female,0,1,0,3,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,20.85,72.0,0.6950000000000001
2623-Dryam,0,Female,0,1,0,70,1,1,Fiber Optic,0,0,1,0,1,1,One Year,1,Electronic Check,101.75,7069.3,3.3916666666666666
2625-Trczq,0,Female,0,1,0,51,0,0,Dsl,0,1,0,0,1,1,Month-To-Month,1,Electronic Check,49.65,2553.35,1.655
2626-Urjfx,1,Male,0,1,1,4,1,1,Dsl,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,50.9,225.6,1.6966666666666665
2626-Veewg,0,Male,0,1,1,67,1,0,No,0,0,0,0,0,0,Two Year,1,Credit Card (Automatic),19.4,1284.2,0.6466666666666666
2632-Ivxvf,0,Female,0,1,1,68,1,1,Fiber Optic,1,0,1,1,1,1,Two Year,0,Credit Card (Automatic),111.75,7511.3,3.725
2632-Tacxw,0,Female,0,1,0,62,1,1,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),23.65,1416.75,0.7883333333333333
2632-Ucgvd,1,Male,1,1,0,66,1,1,Fiber Optic,0,0,0,1,1,1,Month-To-Month,1,Credit Card (Automatic),100.05,6871.9,3.335
2634-Hczgt,1,Male,1,1,0,53,1,1,Dsl,1,0,0,1,0,0,One Year,1,Electronic Check,60.05,3229.65,2.0016666666666665
2636-Alxxz,1,Female,1,0,0,1,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,69.6,69.6,2.32
2636-Ohfmn,1,Male,0,1,0,4,0,0,Dsl,0,1,0,0,1,1,Month-To-Month,1,Electronic Check,48.55,201.0,1.6183333333333332
2636-Sjdou,0,Male,0,0,0,64,1,1,Fiber Optic,1,1,0,0,0,0,One Year,1,Credit Card (Automatic),84.3,5289.05,2.81
2637-Fkfsy,0,Female,0,1,0,3,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,1,Mailed Check,46.1,130.15,1.5366666666666666
2639-Ugmaz,0,Male,1,0,0,71,0,0,Dsl,1,1,0,0,1,1,One Year,1,Electronic Check,56.45,3985.35,1.8816666666666668
2640-Lymov,0,Male,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-To-Month,1,Mailed Check,19.65,38.8,0.6549999999999999
2640-Pmgfl,1,Male,0,0,1,27,1,1,Fiber Optic,0,0,0,1,0,0,Month-To-Month,1,Electronic Check,79.5,2180.55,2.65
2642-Dtvco,1,Male,1,0,0,9,1,1,Fiber Optic,0,0,0,0,0,1,Month-To-Month,1,Electronic Check,85.05,746.5,2.835
2642-Mawlj,0,Female,0,1,1,36,1,0,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),20.25,717.95,0.675
2642-Nqsnm,0,Female,0,0,0,8,1,0,Dsl,1,0,0,1,0,0,One Year,0,Bank Transfer (Automatic),54.25,447.75,1.8083333333333333
2645-Qtlmb,1,Male,0,0,0,7,1,0,Fiber Optic,0,1,0,0,1,1,Month-To-Month,1,Electronic Check,94.25,669.0,3.1416666666666666
2649-Hwlyb,0,Male,0,1,0,65,1,1,Dsl,1,0,1,1,0,1,Two Year,0,Bank Transfer (Automatic),76.15,4929.55,2.5383333333333336
2650-Gyryl,0,Male,0,1,1,33,1,0,No,0,0,0,0,0,0,One Year,1,Bank Transfer (Automatic),19.45,600.25,0.6483333333333333
2651-Zcbxv,0,Male,0,0,0,54,1,1,Fiber Optic,1,1,0,1,1,1,Two Year,1,Credit Card (Automatic),108.0,5760.65,3.6
2654-Vbvpb,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Bank Transfer (Automatic),19.9,19.9,0.6633333333333333
2656-Fmokz,1,Female,1,0,0,15,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Mailed Check,74.45,1145.7,2.481666666666667
2656-Tabeh,1,Male,0,1,0,4,1,1,Fiber Optic,0,1,0,0,1,1,Month-To-Month,1,Electronic Check,100.2,420.2,3.3400000000000003
2657-Almwy,1,Female,1,1,0,26,1,0,Fiber Optic,0,1,0,0,0,1,Month-To-Month,0,Electronic Check,84.95,2169.75,2.8316666666666666
2657-Vpxta,0,Female,0,1,1,10,1,0,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Electronic Check,88.85,929.45,2.9616666666666664
2659-Vxmwz,1,Male,0,1,1,67,1,1,Fiber Optic,1,1,1,0,1,1,One Year,1,Electronic Check,111.3,7482.1,3.71
2660-Emubi,1,Male,1,0,0,10,1,1,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Electronic Check,95.35,898.35,3.1783333333333332
2661-Gkbtk,0,Male,0,1,1,60,1,0,Dsl,0,1,0,1,1,1,Two Year,0,Bank Transfer (Automatic),76.95,4543.95,2.565
2662-Nntdk,0,Male,0,0,0,65,1,1,No,0,0,0,0,0,0,One Year,0,Credit Card (Automatic),24.8,1600.95,0.8266666666666667
2664-Xjzno,0,Male,0,1,1,72,1,0,Fiber Optic,1,0,1,1,1,1,Two Year,1,Credit Card (Automatic),104.9,7559.55,3.496666666666667
2665-Nptgl,0,Female,1,1,0,26,1,1,Fiber Optic,0,0,1,0,1,1,Month-To-Month,1,Bank Transfer (Automatic),98.1,2510.7,3.27
2667-Wylwj,1,Female,0,1,1,8,1,0,No,0,0,0,0,0,0,One Year,1,Mailed Check,19.75,145.0,0.6583333333333333
2668-Tzsps,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,20.45,20.45,0.6816666666666666
2669-Oidsd,0,Female,0,1,0,48,1,0,Fiber Optic,0,0,1,1,1,1,Month-To-Month,1,Credit Card (Automatic),100.05,4834.0,3.335
2669-Qvcrg,0,Female,0,0,0,41,1,1,Fiber Optic,1,0,0,0,0,0,Month-To-Month,1,Credit Card (Automatic),81.3,3190.65,2.71
2672-Dzuoy,1,Male,0,0,0,1,0,0,Dsl,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,25.15,25.15,0.8383333333333333
2672-Huyvi,1,Female,0,0,0,6,1,0,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Electronic Check,91.1,455.3,3.0366666666666666
2672-Ojqzp,0,Female,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,44.75,44.75,1.4916666666666667
2672-Sxzjb,0,Female,0,1,1,56,1,0,No,0,0,0,0,0,0,Two Year,1,Credit Card (Automatic),19.8,1119.9,0.66
2672-Tgeff,0,Female,0,1,1,37,1,1,Fiber Optic,0,1,0,0,1,0,Month-To-Month,1,Electronic Check,88.8,3340.55,2.96
2673-Cxqeu,0,Female,1,0,0,56,1,1,Fiber Optic,1,1,1,0,1,1,One Year,0,Electronic Check,110.5,6139.5,3.683333333333333
2673-Zalnp,0,Female,0,0,0,7,1,0,No,0,0,0,0,0,0,One Year,0,Mailed Check,19.9,173.15,0.6633333333333333
2674-Miaht,0,Female,0,0,0,4,1,1,Fiber Optic,0,1,0,0,0,0,Month-To-Month,1,Mailed Check,80.3,324.2,2.6766666666666667
2674-Mlxmn,0,Female,1,0,0,71,1,1,Fiber Optic,0,1,0,0,1,1,Month-To-Month,1,Credit Card (Automatic),99.65,6951.15,3.3216666666666668
2675-Dhutr,0,Male,1,1,0,58,1,1,Fiber Optic,0,1,0,0,1,1,Month-To-Month,1,Electronic Check,98.9,5780.7,3.296666666666667
2675-Ijrgj,0,Male,0,0,0,53,1,0,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),19.65,978.0,0.6549999999999999
2675-Otvvj,0,Male,1,1,0,31,1,1,Fiber Optic,1,0,0,0,1,0,Month-To-Month,0,Electronic Check,89.45,2807.65,2.981666666666667
2676-Ishsf,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,20.3,20.3,0.6766666666666666
2676-Oxppq,0,Male,0,0,0,6,1,0,Dsl,1,1,0,0,0,0,Month-To-Month,1,Bank Transfer (Automatic),55.7,335.65,1.8566666666666667
2676-Sslto,0,Male,0,0,0,49,1,1,Dsl,0,0,0,1,1,0,Two Year,1,Bank Transfer (Automatic),66.15,3199.0,2.205
2680-Xkknj,0,Female,0,0,0,8,1,0,Dsl,1,1,0,1,0,0,One Year,0,Bank Transfer (Automatic),58.2,469.25,1.9400000000000002
2682-Kevrp,0,Female,1,0,0,22,1,0,No,0,0,0,0,0,0,One Year,1,Mailed Check,20.05,417.0,0.6683333333333333
2683-Bpjso,1,Male,0,1,0,29,1,1,Fiber Optic,1,1,0,0,0,0,Month-To-Month,1,Electronic Check,84.45,2467.1,2.815
2683-Jxwqq,0,Male,0,1,1,61,0,0,Dsl,1,0,1,0,0,0,Month-To-Month,0,Bank Transfer (Automatic),33.6,2117.2,1.12
2684-Eiweo,1,Female,1,0,0,30,1,1,Fiber Optic,1,1,1,0,0,0,Month-To-Month,0,Credit Card (Automatic),91.7,2758.15,3.0566666666666666
2685-Sreom,1,Female,0,1,1,25,1,1,Fiber Optic,0,0,1,0,0,1,Month-To-Month,1,Electronic Check,89.1,2368.4,2.9699999999999998
2688-Bhgog,0,Male,1,0,0,9,1,0,Fiber Optic,0,0,0,0,0,1,Month-To-Month,1,Electronic Check,79.55,718.55,2.6516666666666664
2690-Dvrvk,0,Male,0,1,1,5,1,0,No,0,0,0,0,0,0,One Year,0,Electronic Check,20.55,99.45,0.685
2691-Nzetq,1,Male,0,0,0,9,1,1,Fiber Optic,0,0,0,0,1,0,Month-To-Month,1,Electronic Check,85.35,758.6,2.8449999999999998
2692-Aqcpf,0,Female,0,1,0,65,1,1,Fiber Optic,0,1,1,1,1,1,One Year,1,Credit Card (Automatic),108.05,7118.9,3.6016666666666666
2692-Bucfv,0,Male,1,0,0,29,1,0,Fiber Optic,0,1,1,0,1,1,Month-To-Month,1,Bank Transfer (Automatic),101.45,2948.6,3.381666666666667
2692-Pfytj,0,Female,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-To-Month,1,Mailed Check,25.75,25.75,0.8583333333333333
2694-Ciumo,0,Female,0,0,0,12,1,1,Fiber Optic,0,0,0,1,0,0,Month-To-Month,1,Credit Card (Automatic),79.55,958.25,2.6516666666666664
2696-Ecxkc,0,Female,0,1,1,55,1,1,Fiber Optic,1,0,0,0,1,1,One Year,0,Mailed Check,100.9,5448.6,3.3633333333333337
2696-Nartr,1,Male,0,0,0,11,1,0,Fiber Optic,0,0,0,1,0,0,Month-To-Month,1,Electronic Check,73.85,926.25,2.4616666666666664
2696-Rzvzw,0,Male,0,1,0,68,1,1,No,0,0,0,0,0,0,Two Year,0,Credit Card (Automatic),25.05,1629.2,0.8350000000000001
2697-Nqbpf,0,Male,0,0,0,34,1,1,Fiber Optic,0,1,0,1,1,1,Month-To-Month,1,Electronic Check,105.35,3540.65,3.5116666666666663
2700-Lueva,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Credit Card (Automatic),20.75,20.75,0.6916666666666667
2703-Amtul,0,Male,0,1,1,36,1,0,Dsl,1,1,0,0,0,0,One Year,0,Mailed Check,53.65,1939.35,1.7883333333333333
2706-Qzihy,0,Female,0,1,0,15,1,1,No,0,0,0,0,0,0,Two Year,0,Mailed Check,25.2,387.9,0.84
2709-Uqgnp,0,Male,0,0,0,10,1,0,Dsl,1,0,0,0,0,0,Month-To-Month,1,Mailed Check,51.65,524.5,1.7216666666666667
2710-Wyvxg,0,Female,0,0,0,3,1,0,Dsl,1,1,0,1,0,1,Two Year,0,Mailed Check,71.1,213.35,2.3699999999999997
2712-Syway,0,Female,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,25.7,25.7,0.8566666666666667
2716-Gfzor,0,Male,0,1,0,43,1,0,Fiber Optic,1,1,1,0,0,0,Month-To-Month,1,Credit Card (Automatic),86.1,3551.65,2.8699999999999997
2717-Hvizy,0,Female,0,0,1,8,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,20.05,163.6,0.6683333333333333
2718-Gaxqd,1,Female,1,1,1,4,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Electronic Check,46.0,181.6,1.5333333333333334
2718-Yskcs,0,Male,0,1,1,71,1,0,No,0,0,0,0,0,0,Two Year,1,Bank Transfer (Automatic),19.6,1387.45,0.6533333333333334
2719-Bdaqo,1,Male,0,0,0,17,1,0,Fiber Optic,1,0,0,0,1,1,Month-To-Month,0,Electronic Check,93.85,1625.65,3.128333333333333
2720-Fvbqp,0,Female,0,1,1,6,1,1,Dsl,0,0,0,0,0,0,Month-To-Month,1,Credit Card (Automatic),48.95,273.25,1.6316666666666668
2720-Wgkhp,1,Male,1,0,0,2,1,1,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Electronic Check,94.0,181.7,3.1333333333333333
2722-Jmoni,1,Female,1,1,0,1,1,0,Dsl,1,0,0,0,0,0,Month-To-Month,1,Electronic Check,49.55,49.55,1.6516666666666666
2722-Vojql,1,Male,0,0,0,64,1,1,Fiber Optic,0,1,0,1,1,1,One Year,1,Credit Card (Automatic),105.65,6903.1,3.521666666666667
2724-Fjdyw,0,Male,0,0,1,39,0,0,Dsl,0,0,1,1,1,1,One Year,0,Bank Transfer (Automatic),54.85,2191.7,1.8283333333333334
2725-Iwwba,0,Male,0,1,1,46,1,0,Dsl,1,0,1,1,0,0,One Year,0,Mailed Check,56.9,2560.1,1.8966666666666667
2725-Kxxwt,1,Male,0,1,0,1,1,0,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Electronic Check,90.75,90.75,3.025
2725-Ttriq,0,Female,0,1,1,72,1,1,Dsl,1,0,1,1,1,1,Two Year,1,Bank Transfer (Automatic),84.2,5986.55,2.8066666666666666
2729-Vnvap,0,Female,0,1,1,33,1,0,No,0,0,0,0,0,0,Two Year,0,Credit Card (Automatic),19.8,641.35,0.66
2731-Gjrdg,0,Female,0,0,0,32,1,1,Fiber Optic,1,0,1,1,1,1,One Year,1,Bank Transfer (Automatic),109.55,3608.0,3.6516666666666664
2732-Isezx,0,Female,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-To-Month,1,Mailed Check,20.5,104.3,0.6833333333333333
2737-Wfvyw,1,Female,0,0,0,2,0,0,Dsl,0,0,0,0,1,1,Month-To-Month,1,Electronic Check,45.25,85.5,1.5083333333333333
2737-Yngyw,1,Female,0,0,0,2,1,0,Fiber Optic,0,0,0,0,0,1,Month-To-Month,0,Electronic Check,80.55,184.1,2.685
